business_id,pois_100m_count,pois_200m_count,pois_500m_count,places_100m_count,places_200m_count,places_500m_count,traffic_100m_count,traffic_200m_count,traffic_500m_count,transport_100m_count,transport_200m_count,transport_500m_count,roads_100m_count,roads_100m_len,roads_200m_count,roads_200m_len,roads_500m_count,roads_500m_len,railways_100m_count,railways_100m_len,railways_200m_count,railways_200m_len,railways_500m_count,railways_500m_len,waterways_100m_count,waterways_100m_len,waterways_200m_count,waterways_200m_len,waterways_500m_count,waterways_500m_len,buildings_100m_count,buildings_100m_area,buildings_200m_count,buildings_200m_area,buildings_500m_count,buildings_500m_area,landuse_100m_count,landuse_100m_area,landuse_200m_count,landuse_200m_area,landuse_500m_count,landuse_500m_area,natural_100m_count,natural_100m_area,natural_200m_count,natural_200m_area,natural_500m_count,natural_500m_area,water_100m_count,water_100m_area,water_200m_count,water_200m_area,water_500m_count,water_500m_area
bTve2mwLk5Zc01vRKqc2KQ,4.0,7.0,76.0,0.0,0.0,0.0,2.0,23.0,218.0,0.0,1.0,8.0,10.0,3571.720775664568,57,10114.052994359283,498,45952.52162114274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,18271.173686656777,635.0,58611.76694391642,3653,338506.18849272665,2.0,103709.82747756976,2.0,103709.82747756976,16.0,193997.78817227462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bqmX882_6AxVA_uHEQ70sQ,7.0,23.0,121.0,0.0,0.0,0.0,31.0,65.0,299.0,0.0,0.0,9.0,45.0,4239.978000623146,142,13477.049740761413,831,64714.58644972454,5.0,2970.916952352397,6.0,3300.867492668747,42.0,13352.801548803345,0.0,0.0,0.0,0.0,0.0,0.0,49.0,16912.09600916827,220.0,63445.21297856785,839,282072.36717448896,1.0,1393.3091616384013,4.0,126566.83911139832,18.0,380358.0856018002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,351.80909071853597
n8ecak12IF_jhnPNs37AZA,1.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,90.0,0.0,2.0,9.0,14.0,3356.885497520137,38,9178.171268801814,406,52694.645099253816,0.0,0.0,2.0,4555.822492864095,17.0,12005.186120549777,0.0,0.0,0.0,0.0,0.0,0.0,208.0,14949.237356812298,538.0,43815.23292491908,1495,156690.5967776905,0.0,0.0,1.0,2900.673601417356,14.0,414900.55538826186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7538246.299938927
_T0cPZE2ZJOTTlYYKMP64Q,1.0,4.0,18.0,0.0,0.0,0.0,6.0,22.0,193.0,0.0,0.0,1.0,12.0,4625.774350763621,26,12432.308715987536,285,45698.364128116715,0.0,0.0,0.0,0.0,8.0,5505.066790983201,0.0,0.0,0.0,0.0,0.0,0.0,143.0,17790.645909769675,528.0,64866.557648477145,2926,340928.33132713835,1.0,3078.954455693931,2.0,8955.22596462299,11.0,46801.1335060302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VbItL6RDULtnw4YvB6EhVg,8.0,27.0,71.0,0.0,0.0,0.0,11.0,43.0,175.0,2.0,5.0,8.0,32.0,2723.118834472202,90,8565.273724534636,461,44826.86439146731,0.0,0.0,0.0,0.0,2.0,969.8212309283001,0.0,0.0,0.0,0.0,0.0,0.0,168.0,24202.160163837903,532.0,65561.04135496037,2980,311810.95230722823,2.0,101184.17966346585,5.0,107604.56636811078,27.0,420998.01018117066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7567052.843418707
e8pMCk4bE0U4qk7z59Lxkg,6.0,30.0,143.0,0.0,0.0,0.0,17.0,77.0,430.0,0.0,0.0,5.0,52.0,3605.077933229635,159,12400.840460520667,917,60684.43210910881,0.0,0.0,0.0,0.0,2.0,1100.17390889373,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14364.420282751606,104.0,42380.372466921675,1085,216733.24402147514,3.0,290742.1842101635,5.0,321287.89301977225,56.0,3174716.33499423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,166.34798998934764,5.0,722.7218177417064
V-96iACFgPmVjjKACGxd7Q,0.0,1.0,6.0,0.0,0.0,0.0,10.0,20.0,94.0,0.0,0.0,0.0,31.0,3703.868673557329,82,9363.895444678632,344,36199.36498928732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,7115.098839336987,113.0,27940.795004898187,848,157347.74391915274,0.0,0.0,0.0,0.0,1.0,50972.50299498336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0CEUpFtaKhxbmrbSdP9MUQ,6.0,20.0,74.0,0.0,0.0,0.0,13.0,48.0,296.0,0.0,0.0,0.0,44.0,6547.959982706412,114,16501.437490147306,593,54039.49367018786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,15440.227055460007,770.0,64262.235429190456,4118,374596.2535786168,1.0,578.522248282355,2.0,2759.8246659160736,13.0,156405.8721145494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GVqXNt0HKJLpciN9ePxnWw,0.0,9.0,32.0,0.0,0.0,0.0,6.0,44.0,196.0,1.0,1.0,2.0,15.0,2686.4470634410486,88,10379.598091774642,436,48886.88842973754,2.0,4180.3710357400705,2.0,4180.3710357400705,2.0,4180.3710357400705,0.0,0.0,0.0,0.0,0.0,0.0,74.0,25316.48085335025,309.0,76674.83254985548,2915,346651.27467772097,0.0,0.0,0.0,0.0,17.0,84250.46546906342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.112282411386953
dChRGpit9fM_kZK5pafNyA,27.0,149.0,413.0,0.0,0.0,0.0,19.0,85.0,399.0,1.0,3.0,15.0,24.0,3430.099239915275,90,9694.42538506577,536,46344.17797106637,0.0,0.0,2.0,317.65672679973295,56.0,19291.494105180773,0.0,0.0,0.0,0.0,0.0,0.0,59.0,25673.036606734844,173.0,78192.91835501089,1410,460603.37664662505,1.0,27435.1236963663,2.0,27736.517021376058,7.0,58738.41432369441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.6043388013849,1.0,116.6043388013849
QWqKTWQ2OiDgo3dzNkpung,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,44.0,0.0,0.0,0.0,15.0,3596.2683581018537,29,7203.381412445796,171,27285.462190607454,0.0,0.0,0.0,0.0,2.0,2075.0997323718793,0.0,0.0,0.0,0.0,0.0,0.0,89.0,9671.554863444597,345.0,32744.25758089804,1087,128408.41965247283,0.0,0.0,0.0,0.0,2.0,92901.07802405888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7mpYTDb24SywNMRn3yeakQ,9.0,17.0,73.0,0.0,0.0,0.0,12.0,30.0,214.0,0.0,0.0,9.0,29.0,2092.0526426839992,89,8569.149875840842,601,45719.707461528735,0.0,0.0,0.0,0.0,3.0,1889.18938110226,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25595.218347317794,395.0,54829.92267885318,1999,238493.81452180044,3.0,2955.9455970697472,8.0,50187.581034060655,29.0,242189.97534094952,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.838289350404445,1.0,59.838289350404445,6.0,7584177.822575513
5iuo1kvv0XZMS0bUOoLz2Q,1.0,16.0,128.0,0.0,0.0,0.0,14.0,61.0,396.0,0.0,0.0,21.0,59.0,3272.714238448751,173,12603.447994274007,722,51924.44293874957,6.0,13101.102975077,6.0,13101.102975077,120.0,30802.716174323366,2.0,95.37301408606189,13.0,762.391637147856,23.0,2159.1403679909236,9.0,20254.193106978517,36.0,42487.878614757756,680,296117.8551547054,1.0,23642.248319227612,5.0,23844.300764672724,24.0,225699.4210784675,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1631442.9129489681,1.0,1631442.9129489681,1.0,1631442.9129489681
bchZXVE4feVx4Q5rhIRCGg,8.0,12.0,23.0,0.0,0.0,0.0,0.0,18.0,58.0,0.0,0.0,1.0,19.0,1274.1144967520377,68,4690.7884125660685,192,14133.889820870783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,138.19978271510934,26.0,8427.493356433615,174.0,21530.281424787794,428,85334.93061612347,3.0,16716.454308983215,5.0,44858.14567927141,7.0,47586.39312559197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46319.99622212443,3.0,56275.505334707894
ngvE1G9IckUO-ljZBFo23w,4.0,22.0,160.0,0.0,0.0,2.0,14.0,67.0,409.0,1.0,2.0,18.0,44.0,3130.7103271268024,133,12661.603664676863,870,58711.40725543818,2.0,1773.3405099039094,8.0,3357.826730397689,10.0,5696.282469811065,0.0,0.0,0.0,0.0,0.0,0.0,106.0,23251.4968954982,257.0,79620.84000660415,1726,437902.9915292281,1.0,11713.668459353194,4.0,205846.8852343441,28.0,467263.01547133276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.64781163894328
46_2e1hnQ4csLrYnhn6bkw,4.0,24.0,74.0,0.0,0.0,0.0,17.0,36.0,197.0,0.0,2.0,7.0,32.0,4661.699707305368,74,9934.531905400492,454,45565.331594833224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,16194.192339022398,545.0,64516.13323936371,3727,363447.79982517863,2.0,101282.97500863306,3.0,101740.26623699143,17.0,132368.1541137679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.838289350404445
TGfPJHImEq6AQL9a1laxlg,0.0,0.0,1.0,0.0,0.0,0.0,8.0,39.0,106.0,0.0,0.0,0.0,33.0,4453.204120902878,123,13501.14960541409,364,41867.90986656741,0.0,0.0,0.0,0.0,2.0,2888.5235447406676,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3268.856586759777,38.0,28038.002823731553,448,204954.15986859778,1.0,159996.35373152126,3.0,196923.75013004197,23.0,403697.1110260411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPgWuWGZ4v2sZr5_-1kluw,1.0,4.0,15.0,0.0,0.0,0.0,32.0,62.0,255.0,4.0,6.0,13.0,87.0,5192.613072253591,152,11771.54100787386,634,59292.71539519771,6.0,10209.357836959887,6.0,10209.357836959887,33.0,30072.500340227827,0.0,0.0,0.0,0.0,0.0,0.0,52.0,10505.729763799269,207.0,42998.521628796094,1550,243278.112276667,2.0,7663.079760366789,5.0,47385.19067496211,34.0,339286.32628919615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.112265140526024
VCkSUsdL5P0p16DAPxVROA,1.0,10.0,47.0,0.0,0.0,0.0,23.0,68.0,359.0,0.0,1.0,4.0,67.0,3957.320902486937,208,12448.32500336573,926,61521.77523738841,2.0,1897.9923631811348,2.0,1897.9923631811348,24.0,12915.736605107066,0.0,0.0,0.0,0.0,0.0,0.0,45.0,13088.127743580511,161.0,42304.89364451258,918,288338.2712592765,0.0,0.0,3.0,5003.790661743111,20.0,60246.131173975125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PW5eZM5RAQEhy3wgovChhQ,4.0,7.0,89.0,0.0,0.0,0.0,14.0,68.0,333.0,0.0,0.0,2.0,48.0,3752.0997992024704,184,13750.678336444988,946,60021.652341448214,0.0,0.0,0.0,0.0,14.0,9899.257090783463,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15279.92051587311,96.0,53573.3071181204,761,360863.63954252435,1.0,3072.1888583819896,3.0,5840.14046098737,18.0,233806.44686013894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yFqq66GxRjnhZXPgjA6hnw,0.0,0.0,15.0,0.0,0.0,0.0,14.0,61.0,169.0,0.0,0.0,0.0,37.0,4013.07529481656,146,13636.660942703702,396,46687.3958929705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,8408.36328875528,170.0,42612.90959360586,1164,192495.8582954371,0.0,0.0,2.0,177407.54157561585,12.0,1418545.1993441544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kGjpBqAqG4mIuFSgU2KKEA,4.0,24.0,290.0,0.0,0.0,0.0,12.0,72.0,433.0,0.0,0.0,10.0,22.0,2814.0872426526794,93,8309.596756760227,622,50565.27677219548,0.0,0.0,0.0,0.0,6.0,543.4120279668782,0.0,0.0,0.0,0.0,0.0,0.0,130.0,22436.811700010116,482.0,76116.35630420128,2917,415193.15946195985,0.0,0.0,1.0,27435.1236963663,4.0,36101.01132757495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.6043388013849
kLSEk3qXY1KdtFjxHJ9pww,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,37.0,6969.130995519221,85,11578.895707918226,283,36011.440150939234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4975.5827855526595,9.0,174081.09718562578,294,228783.26805742626,1.0,538629.8952514016,1.0,538629.8952514016,2.0,706027.4486316326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kfGz2E7Y5FLXJyiKbQYfZg,4.0,15.0,69.0,0.0,0.0,0.0,8.0,23.0,222.0,0.0,2.0,6.0,19.0,1634.6310152119022,82,9157.344800115818,523,45417.71944101322,0.0,0.0,0.0,0.0,2.0,969.8212309283001,0.0,0.0,0.0,0.0,0.0,0.0,214.0,19192.887025334458,556.0,58299.08316636499,2329,252876.9996359357,0.0,0.0,3.0,136324.50558891328,30.0,233969.76851469922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59.838289350404445,5.0,7584021.870527418
PdMXmOWDRHICAx6SLgu1dQ,10.0,26.0,169.0,0.0,0.0,0.0,5.0,75.0,409.0,0.0,1.0,16.0,51.0,3280.064867763365,173,10285.149995894633,745,51380.176728708,2.0,5892.368886863197,2.0,5892.368886863197,58.0,25948.13938004449,0.0,0.0,7.0,952.4900079120789,20.0,1636.2333744942757,44.0,16926.83011773686,167.0,50305.95791865812,1255,304357.4148159561,2.0,23760.796677455266,2.0,23760.796677455266,24.0,236963.27494355486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1631442.9129489681,1.0,1631442.9129489681
JomDoQafikclSVVCPkWjnA,27.0,31.0,60.0,0.0,0.0,0.0,12.0,42.0,242.0,3.0,4.0,11.0,47.0,5980.254790170094,123,14971.916995747933,594,61539.91829545837,6.0,8126.758341809818,6.0,8126.758341809818,13.0,12154.424238443311,0.0,0.0,0.0,0.0,0.0,0.0,89.0,14141.262241033155,416.0,54951.35047215057,2531,305464.8755923384,1.0,2250.090891484163,1.0,2250.090891484163,4.0,30109.777742101804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kq5Ghhh14r-eCxlVmlyd8w,10.0,53.0,323.0,0.0,0.0,0.0,9.0,54.0,421.0,0.0,2.0,19.0,15.0,2534.1575665593873,82,7821.002873930739,604,44141.972463337974,4.0,7208.734088213801,30.0,8588.669540053008,67.0,16562.268983886,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33796.99296537812,126.0,75128.5120466041,1053,418965.82060800627,1.0,12515.651090796557,2.0,14182.495081910636,30.0,462329.5821562476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,116.6043388013849
MYoRNLb5chwjQe3c_k37Gg,0.0,0.0,9.0,0.0,0.0,0.0,6.0,10.0,25.0,0.0,0.0,0.0,11.0,5124.251476388761,27,9412.330370933758,147,35978.03417564563,0.0,0.0,0.0,0.0,12.0,900.4220318306468,0.0,0.0,0.0,0.0,0.0,0.0,157.0,14690.068210180782,645.0,61630.83239429497,3298,329449.6846390203,0.0,0.0,0.0,0.0,9.0,141605.4363905789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pP4q0Mym-qt20nRqTKbzhQ,15.0,62.0,338.0,0.0,0.0,2.0,24.0,89.0,491.0,2.0,5.0,26.0,63.0,4938.495344259493,198,13400.489462262705,981,63271.587857405575,15.0,1601.2703159233654,27.0,3614.892472090258,83.0,25890.617342824375,0.0,0.0,0.0,0.0,0.0,0.0,28.0,30902.609435215898,134.0,98589.6350351412,1150,470682.45845231635,0.0,0.0,0.0,0.0,17.0,527202.2395165719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1134.9999501988616
y1HgVnt4K5owmYXC5yXLGg,0.0,3.0,24.0,0.0,0.0,0.0,9.0,48.0,286.0,0.0,0.0,10.0,31.0,4683.214057471146,118,10757.903449117246,702,56215.985747297804,14.0,5095.787195000821,16.0,5647.093295725482,21.0,15116.275959277918,0.0,0.0,0.0,0.0,0.0,0.0,59.0,16579.699876961575,224.0,51670.74376479761,1558,268719.3290054925,0.0,0.0,5.0,228400.0060560771,24.0,329607.748255223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RrqRin8BYGrTlJbCDwtLzA,21.0,42.0,168.0,0.0,0.0,0.0,19.0,46.0,291.0,0.0,1.0,6.0,57.0,4576.757897473825,162,11353.029899164347,774,56906.195604620836,3.0,4054.363593370736,3.0,4054.363593370736,25.0,7029.339385991478,0.0,0.0,0.0,0.0,0.0,0.0,18.0,28061.754975126925,57.0,68637.75094755257,408,321506.99825352826,3.0,118449.20865440623,5.0,133109.58060943597,20.0,361815.915768472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,351.80909071853597,1.0,351.80909071853597
IgNDlyLERBwFGphgcC5VDQ,21.0,61.0,227.0,0.0,0.0,2.0,23.0,98.0,492.0,2.0,6.0,28.0,51.0,4454.234335118426,196,16128.040523620995,1095,66115.57138386236,0.0,0.0,6.0,1584.48622049378,55.0,14636.011333192091,0.0,0.0,0.0,0.0,0.0,0.0,62.0,26117.409843755653,271.0,96202.60543223411,1350,493603.37049935496,0.0,0.0,2.0,12990.754052847025,10.0,406803.6317509821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
L_sXNadtVHjxMw7Yhvkj9Q,17.0,44.0,181.0,0.0,0.0,0.0,14.0,38.0,296.0,0.0,1.0,13.0,46.0,3850.856253404092,178,13631.793611553026,857,56695.518785413646,0.0,0.0,20.0,4969.943744553278,51.0,18126.737788992046,0.0,0.0,0.0,0.0,0.0,0.0,93.0,23129.140878365946,250.0,59119.73512744275,584,390788.24715017923,1.0,8237.347520214953,3.0,12585.378008537205,23.0,452542.98663479736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,450.48592564391095
HuDNHqKv9n1mWpe4BqCnwA,43.0,75.0,189.0,0.0,0.0,0.0,38.0,87.0,435.0,1.0,2.0,5.0,60.0,5475.325137577772,103,8655.57806942001,602,45374.25321538249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,11339.83163728321,278.0,40856.45784236058,1646,184533.1547730621,3.0,7906.668871528856,6.0,236496.68631573988,30.0,1420329.1475767577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BxR5hjyBnJZrm_nnaCtGQw,0.0,0.0,7.0,0.0,0.0,0.0,2.0,11.0,45.0,2.0,4.0,8.0,14.0,5573.172026392035,52,11661.215561205672,172,38062.49829126374,2.0,4555.822492864095,3.0,5847.307910400099,19.0,10784.340428932877,0.0,0.0,0.0,0.0,0.0,0.0,174.0,14262.632254139207,503.0,43464.66238892892,2469,210563.44493770463,0.0,0.0,3.0,212943.10778191042,9.0,991605.704117304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1211.356417641683
4TQMOy00KD_54xSFwKgMZw,41.0,79.0,191.0,0.0,0.0,0.0,63.0,202.0,680.0,2.0,5.0,11.0,91.0,4708.508209055783,249,12565.702003406961,1011,43715.79764771426,3.0,3694.982249543685,3.0,3694.982249543685,11.0,4983.143302530234,1.0,2710.897570031272,4.0,3471.9136945663004,13.0,3947.654477426868,59.0,14210.977047518682,279.0,39889.797921602374,1405,156275.57291198958,2.0,208652.7584814191,3.0,231115.5001510141,34.0,288491.66132317536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53281.92001888741,2.0,184780.50932101771,2.0,184780.50932101771
